"Adduct","AllGroups","Analog:Adduct","Analog:Compound_Name","Analog:Compound_Source","Analog:Data_Collector","Analog:GNPSLibraryURL","Analog:INCHI","Analog:Instrument","Analog:Ion_Source","Analog:IonMode","Analog:Library_Class","Analog:MassDiff","Analog:MQScore","Analog:MZErrorPPM","Analog:PI","Analog:SharedPeaks","Analog:Smiles","Analog:SpectrumID","ATTRIBUTE_Con/Inf","ATTRIBUTE_Gut_section","ATTRIBUTE_Organism","ATTRIBUTE_Pool","ATTRIBUTE_Time_point","charge","cluster index","componentindex","Compound_Name","Compound_Source","Data_Collector","DefaultGroups","G1","G2","G3","G4","G5","G6","GNPSGROUP:0","GNPSGROUP:1","GNPSGROUP:2","GNPSGROUP:3","GNPSGROUP:4","GNPSGROUP:ACN","GNPSGROUP:AM","GNPSGROUP:Blank","GNPSGROUP:c1","GNPSGROUP:c2","GNPSGROUP:c3","GNPSGROUP:Con","GNPSGROUP:Extraction_blank","GNPSGROUP:H","GNPSGROUP:Inf","GNPSGROUP:No_gut_section","GNPSGROUP:No_timepoint","GNPSGROUP:PBS","GNPSGROUP:PM","GNPSGROUP:R.prolixus_starved","GNPSGROUP:Starved","GNPSGROUP:T.cruzi_epi","GNPSGROUP:T.cruzi_tryp","GNPSLibraryURL","GNPSLinkout_Cluster","GNPSLinkout_Network","INCHI","Instrument","Ion_Source","IonMode","Library_Class","MassDiff","MQScore","MZErrorPPM","name","number of spectra","parent mass","PI","precursor mass","RTConsensus","RTMean","selected","shared name","SharedPeaks","Smiles","SpectrumID","sum(precursor intensity)","UniqueFileSources"
"M+H","N/A","M+H","(2-aminoethoxy)[3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid","Lysate","UMR CNRS 8038 Universit de Paris","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005724089","N/A","qTof","LC-ESI","Positive","3","0.00280762","0.872877","3.9073900000000004","N Auzeil","17","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\\C=C/CCCCCCCC","CCMSLIB00005724089","Inf,Starved,Con","H,PM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","10704","7","(2-aminoethoxy)[3-(hexadecanoyloxy)-2-[octadec-9-enoyloxy]propoxy]phosphinic acid","Lysate","UMR CNRS 8038 Universit de Paris","N/A","0.0","0.0","0.0","0.0","0.0","0.0","43307.38794444447","88291.71143382356","50979.96126470588","87980.74420588237","150860.6706111111","0.0","0.0","0.0","63913.983185185185","58182.5985","15138.860777777762","45745.147487654314","0.0","75438.37432456143","94478.77637654322","0.0","47786.91113333343","0.0","136402.70462280704","79644.85188888904","79644.85188888904","117773.68204444446","10534.811791666656","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00005724089","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""10704.0"",""main.cluster index_upperinput"":""10704.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","qTof","LC-ESI","Positive","3","0.00280762","0.872877","3.9073900000000004","10704","36","718.5372","N Auzeil","718.5372","20.2348","20.2348","false","10704","17","[H][C@@](COC(=O)CCCCCCCCCCCCCCC)(COP(O)(=O)OCCN)OC(=O)CCCCCCC\\C=C/CCCCCCCC","CCMSLIB00005724089","1.2074941500000004E7","N/A"
"M+H","N/A","M+H","PE(16:0/0:0); [M+H]+ C21H45N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003121965","N/A","HCD; Velos","LC-ESI","Positive","1","1.0062","0.868086","2219.78","Thomas Metz","13","N/A","CCMSLIB00003121965","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","109","7","Spectral Match to 1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine from NIST14","Isolated","Data deposited by alchemistmatt","N/A","0.0","0.0","0.0","0.0","0.0","0.0","329063.97101388895","399084.73626470607","407527.440735294","395238.07872058824","592319.3228055561","0.0","890513.6853157894","0.0","399602.63681481493","369267.98001851846","404300.2422222218","391056.9530185184","0.0","142426.18076315796","433677.6722716051","0.0","153498.13689999995","0.0","179445.69009649125","255830.2281666666","255830.2281666666","474907.8665055556","334191.62031944445","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003134881","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""109.0"",""main.cluster index_upperinput"":""109.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=7&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.0012207000000000001","0.8409610000000001","2.68705","109","157","454.2922","Data from Katrina Waters;Yoshihiro Kawaoka;Michael Diamond;Richard Smith;Thomas Metz","454.2922","10.7237","10.7237","false","109","11","N/A","CCMSLIB00003134881","6.9105976702E7","N/A"
"","N/A","M+H","Spectral Match to Dioctyl phthalate from NIST14","Isolated","Data deposited by lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003140109","N/A","QqQ","ESI","Positive","3","45.0576","0.90643","115153.0","Data from Pieter Dorrestein","6","N/A","CCMSLIB00003140109","Inf,Con","H,PM,AM","T.cruzi_tryp","c3,3,c2,c1,1,2","3,0,1,2","0","166","155","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","51477.71666666658","84727.21650000007","60101.13466176474","38190.780948529406","0.0","0.0","47651.32112280707","0.0","61800.964740740674","56493.84737037042","69923.5477222222","62739.453277777764","0.0","62788.10371052629","56892.611530864226","0.0","0.0","0.0","59564.03568421052","0.0","0.0","0.0","134586.07290972225","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""166.0"",""main.cluster index_upperinput"":""166.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=155&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","166","50","436.3416","","436.3416","14.6164","14.6164","false","166","","","","9690197.2495","N/A"
"","N/A","M+H","PC(20:5/0:0); [M+H]+ C28H49N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003126603","N/A","HCD; Velos","LC-ESI","Positive","1","2.96735","0.711923","5481.72","Thomas Metz","6","N/A","CCMSLIB00003126603","Inf,Starved,Con","PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,1,2","No_timepoint,3,0,1,2","0","7381","63","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","5407.778555555551","1497.2749705882343","689.6693455882346","1800.131963235294","0.0","0.0","2900.095122807015","0.0","0.0","628.9656296296275","1247.3529444444412","625.4395246913562","0.0","0.0","2437.303018518518","0.0","1353.1682999999946","0.0","1808.320149122805","2255.280499999991","2255.280499999991","1871.4545444444436","1106.267180555554","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""7381.0"",""main.cluster index_upperinput"":""7381.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=63&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","7381","9","538.3497","","538.3497","9.5713","9.5713","false","7381","","","","268379.6704999997","N/A"
"","N/A","M+Na","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138799","N/A","HCD","ESI","Positive","3","8.00061","0.815367","10223.5","Data from Pieter C. Dorrestein","8","N/A","CCMSLIB00003138799","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","4118","15","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","5144.730069444453","29388.174169117632","17972.809323529418","22410.006970588216","31980.529527777722","0.0","65113.11849122805","0.0","16156.032462962996","19596.386444444484","35270.11229629625","23674.17706790124","0.0","0.0","22146.165574074057","0.0","0.0","0.0","0.0","0.0","0.0","25698.742466666652","19424.457388888895","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4118.0"",""main.cluster index_upperinput"":""4118.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4118","29","790.5686","","790.5686","17.7339","17.7339","false","4118","","","","3711447.7539999993","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_epi","c3,3,c2,c1,1,2","4,3,0,1,2","0","14715","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","30074.18986111107","36361.23508823529","28543.587845588205","32689.388154411732","67075.42347222232","0.0","24383.58565789474","0.0","33912.70529629635","36085.29074074075","36524.4936851852","35507.4965740741","0.0","39907.73319298242","37347.70116666663","0.0","0.0","0.0","39239.75162280703","0.0","0.0","65569.67796666666","0.0","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""14715.0"",""main.cluster index_upperinput"":""14715.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","14715","78","670.5313","","670.5313","19.5233","19.5233","false","14715","","","","5901271.017","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp","c3,3,c1,1,2","3,0,1,2","0","852","17","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","62940.8849583333","29568.243897058805","2703.388544117647","5484.324360294118","0.0","0.0","23824.1922105263","0.0","2778.1319814814806","0.0","1782.3592777777799","1520.1637530864202","0.0","1924.8651403508773","29074.960845678997","0.0","0.0","0.0","17728.224973684202","0.0","0.0","0.0","34419.51517361109","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""852.0"",""main.cluster index_upperinput"":""852.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=17&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","852","11","243.1826","","243.1826","2.6815","2.6815","false","852","","","","2478205.0924999993","N/A"
"M+Na","N/A","M+H","PC(18:0/20:3); [M+H]+ C46H87N1O8P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003125999","N/A","HCD; Velos","LC-ESI","Positive","1","29.0434","0.920168","35785.0","Thomas Metz","14","N/A","CCMSLIB00003125999","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,3,0,1,2","0","1732","15","Spectral Match to 1-Hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine from NIST14","Isolated","Data deposited by negarg","N/A","0.0","0.0","0.0","0.0","0.0","0.0","142925.99076388887","370500.7989411764","254817.13283088244","303772.86680147075","0.0","0.0","159462.74351754377","0.0","335040.1602037036","270296.80650000006","291383.7914814816","298906.91939506173","0.0","49510.147500000014","216189.34024074083","0.0","605958.4253666663","0.0","682468.74777193","1009930.7089444438","1009930.7089444438","14880.907355555559","560882.1578958335","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003138799","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""1732.0"",""main.cluster index_upperinput"":""1732.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=15&task=5a6231ed03724b088fa0055e33397038&show=true","N/A","HCD","ESI","Positive","3","0.00238037","0.845173","3.0417400000000003","1732","24","782.5656","Data from Pieter C. Dorrestein","782.5656","19.2733","19.2733","false","1732","9","N/A","CCMSLIB00003138799","5.0812173411E7","N/A"
"","N/A","M-H2O+H","NCGC00347704-02_C24H32O7_2H-Oxireno[1,10a]phenanthro[3,2-b]furan-10(11bH)-one, 5,7-bis(acetyloxy)-3,3a,4,5,6,7,7a,7b,8,8a-decahydro-4,4,7a,11-tetramethyl-, (1aS,3aR,5S,7S,7aR,7bS,8aR,11bR)-","isolated","lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000853048","InChI=1S/C24H32O7/c1-11-19-14(30-21(11)27)9-16-23(6)15(7-8-24(16)20(19)31-24)22(4,5)17(28-12(2)25)10-18(23)29-13(3)26/h14-18,20H,7-10H2,1-6H3/t14-,15-,16+,17+,18+,20-,23-,24+/m1/s1","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","18.0106","0.8732840000000001","43377.0","Jadhav/Dorrestein","7","CC(=O)O[C@H]1C[C@H](OC(C)=O)[C@]2(C)[C@H](CC[C@@]34O[C@@H]3C/5=C(C)/C(=O)O[C@@H]5C[C@@H]24)C1(C)C","CCMSLIB00000853048","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,3,0,1,2","0","6812","2","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","24787.482680555546","16948.657544117643","22891.94358088236","21642.404926470583","0.0","0.0","13380.825263157885","0.0","4050.300777777784","20633.483925925924","14377.699666666645","13020.494790123452","0.0","15884.720885964916","24131.489685185184","0.0","7282.158733333327","0.0","25445.736719298242","12136.931222222212","12136.931222222212","20800.98412777777","15794.752375000004","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""6812.0"",""main.cluster index_upperinput"":""6812.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=2&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","6812","47","397.2004","","397.2004","9.5604","9.5604","false","6812","","","","3118543.1234999998","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","39","27","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","2363572.4543333338","2998832.492617646","2763717.131963236","3171339.3870514696","5937951.196583333","0.0","3242529.5646228064","2878369.461285712","3048671.0547222225","3157590.0086851846","3176047.5184629625","3127436.19395679","3313768.8718333305","3186848.187140351","3056059.233524691","3358097.704833331","3404817.0095999995","3402426.537833331","2900215.2050964907","3435963.212777778","3435963.212777778","3826597.1018388886","2173185.9786180556","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""39.0"",""main.cluster index_upperinput"":""39.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=27&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","39","162","851.3963","","851.3963","9.1981","9.1981","false","39","","","","5.519353847700003E8","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Con","H,PM,AM","T.cruzi_tryp","c3,3,c2,c1,1,2","3,0,1,2","0","369","28","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","59964.964486111174","45923.993249999934","32758.528176470554","17659.671845588164","0.0","0.0","25035.87188596491","0.0","9954.605962962984","19834.94381481475","13287.991444444353","14359.180407407363","0.0","30435.36900000001","46585.89043827157","0.0","0.0","0.0","31134.91242105251","0.0","0.0","0.0","68563.2047013888","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""369.0"",""main.cluster index_upperinput"":""369.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=28&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","369","37","707.528","","707.528","17.0891","17.0891","false","369","","","","4936550.738499994","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,Extraction_blank","3,c1,1,2","No_timepoint,3,0,1,2","0","2101","20","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","458.25463888888873","1119.67680882353","5625.003860294124","206.29949264705945","0.0","0.0","246.11167543859725","54642.8946428572","2911.36387037037","0.0","0.0","970.45462345679","127500.08750000014","289.42398245614027","173.18969753086475","63750.04375000007","25500.017500000027","0.0","1089.6431140350878","0.0","0.0","183.30185555555548","1057.4725416666672","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""2101.0"",""main.cluster index_upperinput"":""2101.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=20&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","2101","4","462.2912","","462.2912","4.3963","4.3963","false","2101","","","","475135.4525000005","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Blank,Con","H,PM,No_gut_section","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","4452","251","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","4442.384652777781","2910.956088235307","4448.436007352956","5134.838955882364","3435.7572777777755","0.0","0.0","34464.430285714305","1279.977722222228","992.3076851851847","5004.674185185189","2425.6531975308676","44324.10799999994","9094.721798245646","3359.3308950617425","40208.50200000002","22045.84506666668","36092.896000000095","695.1093508771871","9937.407111111117","9937.407111111117","4137.115827777786","1336.712319444454","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4452.0"",""main.cluster index_upperinput"":""4452.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=251&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4452","33","647.3701","","647.3701","14.2539","14.2539","false","4452","","","","799271.3875000014","N/A"
"","N/A","M+H","PC(0:0/18:0); [M+H]+ C26H55N1O7P1","Commercial","Thomas Metz","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00003089784","N/A","HCD; Lumos","LC-ESI","Positive","1","67.5602","0.735527","129088.0","Thomas Metz","7","N/A","CCMSLIB00003089784","Inf,Con","AM","T.cruzi_tryp,T.cruzi_epi","c3,3,c2,c1,1,2","3,0,1,2","0","4036","45","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","12842.968166666655","4100.215257352935","3494.1759999999977","3825.7844191176473","0.0","0.0","15159.724535087706","0.0","7743.40788888889","4265.694981481476","6112.74146296295","6040.614777777772","0.0","0.0","4627.339524691355","0.0","0.0","0.0","0.0","0.0","0.0","6867.417233333324","3417.1770486111136","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""4036.0"",""main.cluster index_upperinput"":""4036.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=45&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","4036","9","455.8038","","455.8038","13.4447","13.4447","false","4036","","","","864104.2984999992","N/A"
"","N/A","","","","","","","","","","","","","","","","","","Inf,Starved,Con","H,PM,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","96","6","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","395794.88861111127","261093.55652941176","298733.4694926472","284155.97998529405","412671.40611111105","0.0","90372.82439473682","0.0","340607.058037037","345800.1157037038","230355.10749999984","305587.42708024685","0.0","508497.77419298264","323784.0786296297","0.0","124129.55846666665","0.0","328165.10912280687","206882.59744444443","206882.59744444443","346738.8286444445","274619.4081180555","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""96.0"",""main.cluster index_upperinput"":""96.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=6&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","96","68","701.4083","","701.4083","18.8504","18.8504","false","96","","","","5.284103533950001E7","N/A"
"","N/A","M+H","NCGC00381406-01!2-heptyl-3,6-dihydroxy-5-(3-methylbut-2-enyl)benzaldehyde","isolated","lfnothias","http://gnps.ucsd.edu/ProteoSAFe/gnpslibraryspectrum.jsp?SpectrumID=CCMSLIB00000847971","InChI=1S/C19H28O3/c1-4-5-6-7-8-9-16-17(13-20)19(22)15(12-18(16)21)11-10-14(2)3/h10,12-13,21-22H,4-9,11H2,1-3H3","Maxis II HD Q-TOF Bruker","LC-ESI","positive","1","56.0262","0.740243","183565.0","Jadhav/Dorrestein","6","CCCCCCCC1=C(O)C=C(CC=C(C)C)C(O)=C1C=O","CCMSLIB00000847971","Inf,Starved,Blank,Con","H,PM,No_gut_section,AM","T.cruzi_tryp,T.cruzi_epi,R.prolixus_starved,PBS,Extraction_blank","c3,3,c2,c1,1,2","No_timepoint,4,3,0,1,2","0","275","200","","","","N/A","0.0","0.0","0.0","0.0","0.0","0.0","202149.09172222228","171726.80682352948","203652.14925735304","230046.43993382342","334182.4829444446","0.0","183981.97779824573","285997.53814285714","166307.93975925917","196720.12103703717","215762.80572222272","192930.28883950636","353780.4918333334","220677.37832456146","212573.7114629629","333663.79449999996","293152.2847333334","313547.0971666666","213606.00402631584","266144.6115555557","266144.6115555557","282688.45019444457","102831.43759722222","","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?task=5a6231ed03724b088fa0055e33397038&view=view_all_clusters_withID&show=true#{""main.cluster index_lowerinput"":""275.0"",""main.cluster index_upperinput"":""275.0""}","https://gnps.ucsd.edu/ProteoSAFe/result.jsp?view=network_displayer&componentindex=200&task=5a6231ed03724b088fa0055e33397038&show=true","","","","","","","","","275","163","249.1848","","249.1848","10.3217","10.3217","false","275","","","","3.724310829549999E7","N/A"
